,StartDateAndTime,EndDateAndTime,StartUnix,EndUnix,Time_diff,Pump_num,Elevation_dif,volume_per_foot,observed_pumping_flow_rate,avg_flow_rate_pump,average_observed_pumping_flow_rate,Time_to_Fill,Inflow,Avg_Inflow,Actual_Pump_Flow_Rate,Average_Pump_1_Flow_Rate,Average_Pump_2_Flow_Rate,Average_Pump_Flow_Rate(1&2)
0,9/1/22 9:03,9/1/22 9:05,1662022992,1662023120,2.133333333,975,2.2,147,152,152,152,0,0,0,152,0,152,152
1,9/1/22 9:08,9/1/22 9:09,1662023301,1662023387,1.433333333,974,2.2,147,226,226,189,3.016666667,107.2044199,53.60220994,333,333,0,242.5
2,9/1/22 9:12,9/1/22 9:14,1662023568,1662023697,2.15,975,2.2,147,150,151,176.3333333,3.016666667,107.2044199,71.46961326,257,0,204.5,247.3333333
3,9/1/22 9:18,9/1/22 9:19,1662023881,1662023966,1.416666667,974,2.2,147,228,227,189,3.066666667,105.4565217,79.96634038,333,333,0,268.75
4,9/1/22 9:22,9/1/22 9:24,1662024152,1662024281,2.15,975,2.2,147,150,150.6666667,181.3333333,3.1,104.3225806,84.83758843,254,0,221,265.8
5,9/1/22 9:27,9/1/22 9:29,1662024470,1662024553,1.383333333,974,2.2,147,234,229.3333333,189.3333333,3.15,102.6666667,87.80910147,337,334.3333333,0,277.6666667
6,9/1/22 9:32,9/1/22 9:34,1662024742,1662024871,2.15,975,2.2,147,150,150.5,183.7857143,3.15,102.6666667,89.93161079,253,0,229,274.1428571
7,9/1/22 9:36,9/1/22 9:38,1662025009,1662025099,1.5,974,2.2,147,216,226,189.0625,2.3,140.6086957,96.26624639,357,340,0,284.5
8,9/1/22 9:41,9/1/22 9:43,1662025272,1662025403,2.183333333,975,2.2,147,148,150,184.7222222,2.883333333,112.1618497,98.03242454,260,0,235.2,281.7777778
9,9/1/22 9:46,9/1/22 9:47,1662025577,1662025662,1.416666667,974,2.2,147,228,226.4,188.89,2.9,111.5172414,99.38090622,340,340,0,287.6
10,9/1/22 9:50,9/1/22 9:52,1662025839,1662025961,2.033333333,975,2.2,147,159,151.5,185.4909091,2.95,109.6271186,100.3123801,269,0,240.8333333,285.9090909
11,9/1/22 9:55,9/1/22 9:57,1662026143,1662026227,1.4,974,2.2,147,231,227.1666667,188.9638889,3.033333333,106.6153846,100.8376305,338,339.6666667,0,290.25
12,9/1/22 10:01,9/1/22 10:02,1662026490,1662026537,0.783333333,975,2.2,147,413,188.8571429,188.9556777,4.383333333,73.77946768,98.75623332,487,0,276,305.3846154
13,9/1/22 10:05,9/1/22 10:06,1662026727,1662026809,1.366666667,974,2.2,147,237,228.5714286,191.7853741,3.166666667,102.1263158,98.9969535,339,339.5714286,0,307.7857143
14,9/1/22 10:10,9/1/22 10:12,1662027009,1662027132,2.05,975,2.2,147,158,185,191.3330159,3.333333333,97.02,98.8651566,255,0,273.375,304.2666667
15,9/1/22 10:15,9/1/22 10:17,1662027344,1662027425,1.35,974,2.2,147,240,230,193.7497024,3.533333333,91.52830189,98.40660318,332,338.625,0,306
16,9/1/22 10:20,9/1/22 10:22,1662027648,1662027766,1.966666667,975,2.2,147,164,182.6666667,193.0977591,3.716666667,87.01345291,97.73641787,251,0,270.8888889,302.7647059
17,9/1/22 10:26,9/1/22 10:27,1662027996,1662028076,1.333333333,974,2.2,147,243,231.4444444,195.2281305,3.833333333,84.36521739,96.9935734,327,337.3333333,0,304.1111111
18,9/1/22 10:31,9/1/22 10:33,1662028310,1662028429,1.983333333,975,2.2,147,163,180.7,194.4634921,3.9,82.92307692,96.25302095,246,0,268.4,301.0526316
19,9/1/22 10:37,9/1/22 10:38,1662028627,1662028712,1.416666667,974,2.2,147,228,231.1,196.2953175,3.3,98,96.3403699,326,336.2,0,302.3
20,9/1/22 10:42,9/1/22 10:44,1662028932,1662029049,1.95,975,2.2,147,166,179.3636364,195.4890469,3.666666667,88.2,95.95273324,254,0,267.0909091,300
21,9/1/22 10:48,9/1/22 10:49,1662029285,1662029365,1.333333333,974,2.2,147,243,232.1818182,197.1569002,3.933333333,82.22033898,95.3285335,325,335.1818182,0,301.1363636
22,9/1/22 10:53,9/1/22 10:55,1662029597,1662029714,1.95,975,2.2,147,166,178.25,196.334861,3.866666667,83.63793103,94.82024644,250,0,265.6666667,298.9130435
23,9/1/22 10:59,9/1/22 11:00,1662029949,1662030027,1.3,974,2.2,147,249,233.5833333,197.8868807,3.916666667,82.57021277,94.30982837,332,334.9166667,0,300.2916667
24,9/1/22 11:04,9/1/22 11:06,1662030267,1662030383,1.933333333,975,2.2,147,167,177.3846154,197.0667901,4,80.85,93.77143523,248,0,264.3076923,298.2
25,9/1/22 11:10,9/1/22 11:11,1662030634,1662030711,1.283333333,974,2.2,147,252,235,198.5257597,4.183333333,77.30677291,93.13817899,329,334.4615385,0,299.3846154
26,9/1/22 11:16,9/1/22 11:17,1662030965,1662031078,1.883333333,975,2.2,147,172,177,197.7285094,4.233333333,76.39370079,92.51801313,248,0,263.1428571,297.4814815
27,9/1/22 11:22,9/1/22 11:23,1662031345,1662031421,1.266666667,974,2.2,147,255,236.4285714,199.1106544,4.45,72.6741573,91.809304,328,334,0,298.5714286
28,9/1/22 11:28,9/1/22 11:29,1662031684,1662031797,1.883333333,975,2.2,147,172,176.6666667,198.3367238,4.383333333,73.77946768,91.1875855,246,0,262,296.7586207
29,9/1/22 11:33,9/1/22 11:35,1662032022,1662032106,1.4,974,2.2,147,231,236.0666667,199.5943886,3.75,86.24,91.02266598,317,332.8666667,0,297.4333333
30,9/1/22 11:38,9/1/22 11:40,1662032333,1662032448,1.916666667,975,2.2,147,169,176.1875,198.8393277,3.783333333,85.48017621,90.84387599,254,0,261.5,296.0322581
31,9/1/22 11:44,9/1/22 11:46,1662032694,1662032771,1.283333333,974,2.2,147,252,237.0625,200.0338018,4.1,78.87804878,90.46994389,331,332.75,0,297.125
32,9/1/22 11:50,9/1/22 11:52,1662033017,1662033132,1.916666667,975,2.2,147,169,175.7647059,199.2983746,4.1,78.87804878,90.11867434,248,0,260.7058824,295.6363636
33,9/1/22 11:56,9/1/22 11:57,1662033394,1662033471,1.283333333,974,2.2,147,252,237.9411765,200.4349276,4.366666667,74.0610687,89.64639182,326,332.3529412,0,296.5294118
34,9/1/22 12:02,9/1/22 12:04,1662033740,1662033848,1.8,975,2.2,147,180,176,199.7367868,4.483333333,72.133829,89.14603289,252,0,260.2222222,295.2571429
35,9/1/22 12:08,9/1/22 12:09,1662034122,1662034196,1.233333333,974,2.2,147,262,239.2777778,200.8351477,4.566666667,70.81751825,88.63690748,333,332.3888889,0,296.3055556
36,9/1/22 12:14,9/1/22 12:16,1662034468,1662034575,1.783333333,975,2.2,147,181,176.2631579,200.1710399,4.533333333,71.33823529,88.1693758,252,0,259.7894737,295.1081081
37,9/1/22 12:21,9/1/22 12:22,1662034860,1662034933,1.216666667,974,2.2,147,266,240.6842105,201.2371759,4.75,68.08421053,87.64081882,334,332.4736842,0,296.1315789
38,9/1/22 12:26,9/1/22 12:28,1662035208,1662035316,1.8,975,2.2,147,180,176.45,200.6016073,4.583333333,70.56,87.2028491,251,0,259.35,294.974359
39,9/1/22 12:33,9/1/22 12:34,1662035597,1662035671,1.233333333,974,2.2,147,262,241.75,201.6303171,4.683333333,69.05338078,86.7491124,331,332.4,0,295.875
40,9/1/22 12:38,9/1/22 12:40,1662035938,1662036047,1.816666667,975,2.2,147,178,176.5238095,201.0179633,4.45,72.6741573,86.40582081,251,0,258.952381,294.7804878
41,9/1/22 12:45,9/1/22 12:46,1662036325,1662036399,1.233333333,974,2.2,147,262,242.7142857,202.0107329,4.633333333,69.79856115,86.01040986,332,332.3809524,0,295.6666667
42,9/1/22 12:50,9/1/22 12:52,1662036652,1662036776,2.066666667,975,2.2,147,156,175.5909091,201.3963184,4.216666667,76.69565217,85.79378759,233,0,257.7727273,294.2093023
43,9/1/22 12:57,9/1/22 12:58,1662037036,1662037109,1.216666667,974,2.2,147,266,243.7727273,202.3594186,4.333333333,74.63076923,85.54008263,341,332.7727273,0,295.2727273
44,9/1/22 13:03,9/1/22 13:04,1662037382,1662037490,1.8,975,2.2,147,180,175.7826087,201.7688228,4.55,71.07692308,85.21867908,251,0,257.4782609,294.2888889
45,9/1/22 13:09,9/1/22 13:10,1662037765,1662037839,1.233333333,974,2.2,147,262,244.5652174,202.6991792,4.583333333,70.56,84.90001215,333,332.7826087,0,295.1304348
46,9/1/22 13:15,9/1/22 13:16,1662038102,1662038210,1.8,975,2.2,147,180,175.9583333,202.130225,4.383333333,73.77946768,84.66340482,254,0,257.3333333,294.2553191
47,9/1/22 13:21,9/1/22 13:22,1662038490,1662038563,1.216666667,974,2.2,147,266,245.4583333,203.032894,4.666666667,69.3,84.34333389,335,332.875,0,295.1041667
48,9/1/22 13:27,9/1/22 13:29,1662038842,1662038951,1.816666667,975,2.2,147,178,176.04,202.4820186,4.65,69.5483871,84.0413962,248,0,256.96,294.1428571
49,9/1/22 13:34,9/1/22 13:35,1662039244,1662039316,1.2,974,2.2,147,270,246.44,203.3611782,4.883333333,66.22525597,83.68507339,336,333,0,294.98
50,9/1/22 13:40,9/1/22 13:41,1662039604,1662039712,1.8,975,2.2,147,180,176.1923077,202.8284553,4.8,67.375,83.36526803,247,0,256.5769231,294.0392157
51,9/1/22 13:46,9/1/22 13:47,1662040002,1662040075,1.216666667,974,2.2,147,266,247.1923077,203.6816063,4.833333333,66.91034483,83.0488272,333,333,0,294.7884615
52,9/1/22 13:52,9/1/22 13:54,1662040353,1662040461,1.8,975,2.2,147,180,176.3333333,203.1656011,4.633333333,69.79856115,82.79882218,250,0,256.3333333,293.9433962
53,9/1/22 13:59,9/1/22 14:00,1662040748,1662040820,1.2,974,2.2,147,270,248.037037,203.9965536,4.783333333,67.6097561,82.51754318,338,333.1851852,0,294.7592593
54,9/1/22 14:05,9/1/22 14:06,1662041108,1662041216,1.8,975,2.2,147,180,176.4642857,203.4959669,4.8,67.375,82.24222421,247,0,256,293.8909091
55,9/1/22 14:12,9/1/22 14:13,1662041521,1662041601,1.333333333,974,2.2,147,243,247.8571429,204.2881308,5.083333333,63.61967213,81.90967864,307,332.25,0,294.125
56,9/1/22 14:17,9/1/22 14:19,1662041842,1662041950,1.8,975,2.2,147,180,176.5862069,203.8021321,4.016666667,80.51452282,81.88520222,261,0,256.1724138,293.5438596
57,9/1/22 14:24,9/1/22 14:25,1662042267,1662042339,1.2,974,2.2,147,270,248.6206897,204.5748659,5.283333333,61.21135647,81.5287566,331,332.2068966,0,294.1896552
58,9/1/22 14:30,9/1/22 14:32,1662042654,1662042758,1.733333333,975,2.2,147,187,176.9333333,204.1063653,5.25,61.6,81.19098107,249,0,255.9333333,293.4237288
59,9/1/22 14:38,9/1/22 14:39,1662043089,1662043160,1.183333333,974,2.2,147,273,249.4333333,204.8618148,5.516666667,58.6223565,80.81483733,332,332.2,0,294.0666667
60,9/1/22 14:44,9/1/22 14:46,1662043472,1662043576,1.733333333,975,2.2,147,187,177.2580645,204.4092943,5.2,62.19230769,80.50954995,249,0,255.7096774,293.3278689
61,9/1/22 14:50,9/1/22 14:51,1662043808,1662043882,1.233333333,974,2.2,147,262,249.8387097,205.1420268,3.866666667,83.63793103,80.56000771,346,332.6451613,0,294.1774194
62,9/1/22 14:56,9/1/22 14:57,1662044170,1662044276,1.766666667,975,2.2,147,183,177.4375,204.7022724,4.8,67.375,80.35072188,250,0,255.53125,293.4761905
63,9/1/22 15:03,9/1/22 15:04,1662044581,1662044654,1.216666667,974,2.2,147,266,250.34375,205.4154205,5.083333333,63.61967213,80.08929923,330,332.5625,0,294.046875
64,9/1/22 15:09,9/1/22 15:10,1662044949,1662045055,1.766666667,975,2.2,147,183,177.6060606,204.9875842,4.916666667,65.77627119,79.86909879,249,0,255.3333333,293.3538462
65,9/1/22 15:15,9/1/22 15:17,1662045356,1662045428,1.2,974,2.2,147,270,250.9393939,205.6838237,5.016666667,64.46511628,79.63570512,334,332.6060606,0,293.969697
66,9/1/22 15:21,9/1/22 15:23,1662045706,1662045815,1.816666667,975,2.2,147,178,177.6176471,205.2649256,4.633333333,69.79856115,79.48888207,248,0,255.1176471,293.2835821
67,9/1/22 15:28,9/1/22 15:29,1662046088,1662046161,1.216666667,974,2.2,147,266,251.3823529,205.943123,4.55,71.07692308,79.3651768,337,332.7352941,0,293.9264706
68,9/1/22 15:33,9/1/22 15:35,1662046436,1662046545,1.816666667,975,2.2,147,178,177.6285714,205.5327672,4.583333333,70.56,79.23756554,249,0,254.9428571,293.2753623
69,9/1/22 15:40,9/1/22 15:41,1662046839,1662046911,1.2,974,2.2,147,270,251.9142857,206.1953603,4.9,66,79.04845746,336,332.8285714,0,293.8857143
70,9/1/22 15:46,9/1/22 15:48,1662047195,1662047302,1.783333333,975,2.2,147,181,177.7222222,205.7943302,4.733333333,68.32394366,78.89740797,249,0,254.7777778,293.2535211
71,9/1/22 15:53,9/1/22 15:54,1662047604,1662047676,1.2,974,2.2,147,270,252.4166667,206.4418627,5.033333333,64.25165563,78.69399474,334,332.8611111,0,293.8194444
72,9/1/22 15:59,9/1/22 16:01,1662047983,1662048088,1.75,975,2.2,147,185,177.9189189,206.0511374,5.116666667,63.20521173,78.48181963,248,0,254.5945946,293.1917808
73,9/1/22 16:06,9/1/22 16:08,1662048418,1662048490,1.2,974,2.2,147,270,252.8918919,206.6841206,5.5,58.8,78.2158491,329,332.7567568,0,293.6756757
74,9/1/22 16:12,9/1/22 16:13,1662048730,1662048838,1.8,975,2.2,147,180,177.9736842,206.3013148,4,80.85,78.25097111,261,0,254.7631579,293.24
75,9/1/22 16:19,9/1/22 16:20,1662049175,1662049245,1.166666667,974,2.2,147,277,253.5263158,206.9226964,5.616666667,57.57863501,77.97896669,335,332.8157895,0,293.7894737
76,9/1/22 16:26,9/1/22 16:28,1662049593,1662049695,1.7,975,2.2,147,190,178.2820513,206.5507399,5.8,55.75862069,77.69039076,246,0,254.5384615,293.1688312
77,9/1/22 16:34,9/1/22 16:35,1662050063,1662050134,1.183333333,974,2.2,147,273,254.025641,207.1593925,6.133333333,52.72826087,77.37036346,326,332.6410256,0,293.5897436
78,9/1/22 16:41,9/1/22 16:42,1662050470,1662050576,1.766666667,975,2.2,147,183,178.4,206.7953496,5.6,57.75,77.12200443,241,0,254.2,292.9240506
79,9/1/22 16:48,9/1/22 16:49,1662050904,1662050976,1.2,974,2.2,147,270,254.425,207.3907202,5.466666667,59.15853659,76.89746108,329,332.55,0,293.375
80,9/1/22 16:54,9/1/22 16:56,1662051283,1662051389,1.766666667,975,2.2,147,183,178.5121951,207.0341952,5.116666667,63.20521173,76.72842096,246,0,254,292.7901235
81,9/1/22 17:01,9/1/22 17:02,1662051706,1662051778,1.2,974,2.2,147,270,254.804878,207.6167645,5.283333333,61.21135647,76.53918847,331,332.5121951,0,293.2560976
82,9/1/22 17:08,9/1/22 17:09,1662052085,1662052190,1.75,975,2.2,147,185,178.6666667,207.2679681,5.116666667,63.20521173,76.37853815,248,0,253.8571429,292.7108434
83,9/1/22 17:14,9/1/22 17:16,1662052498,1662052570,1.2,974,2.2,147,270,255.1666667,207.8381907,5.133333333,63,76.21926984,333,332.5238095,0,293.1904762
84,9/1/22 17:20,9/1/22 17:22,1662052852,1662052960,1.8,975,2.2,147,180,178.6976744,207.4953611,4.7,68.80851064,76.13208443,249,0,253.744186,292.6705882
85,9/1/22 17:26,9/1/22 17:27,1662053176,1662053252,1.266666667,974,2.2,147,255,255.1627907,208.0496336,3.6,89.83333333,76.29140128,345,332.8139535,0,293.2790698
86,9/1/22 17:31,9/1/22 17:33,1662053516,1662053624,1.8,975,2.2,147,180,178.7272727,207.7125949,4.4,73.5,76.25931621,254,0,253.75,292.8275862
87,9/1/22 17:38,9/1/22 17:39,1662053914,1662053987,1.216666667,974,2.2,147,266,255.4090909,208.2546006,4.833333333,66.91034483,76.1530779,333,332.8181818,0,293.2840909
88,9/1/22 17:44,9/1/22 17:46,1662054270,1662054378,1.8,975,2.2,147,180,178.7555556,207.9231506,4.716666667,68.56537102,76.06782276,249,0,253.6444444,292.7865169
89,9/1/22 17:51,9/1/22 17:52,1662054675,1662054747,1.2,974,2.2,147,270,255.7333333,208.4543749,4.95,65.33333333,75.94855066,335,332.8666667,0,293.2555556
90,9/1/22 17:57,9/1/22 17:59,1662055035,1662055144,1.816666667,975,2.2,147,178,178.7391304,208.1278337,4.8,67.375,75.85433582,245,0,253.4565217,292.7252747
91,9/1/22 18:03,9/1/22 18:05,1662055434,1662055507,1.216666667,974,2.2,147,266,255.9565217,208.6477108,4.833333333,66.91034483,75.75711852,333,332.8695652,0,293.1630435
92,9/1/22 18:09,9/1/22 18:11,1662055772,1662055883,1.85,975,2.2,147,175,178.6595745,208.3252577,4.416666667,73.22264151,75.72986608,248,0,253.3404255,292.6774194
93,9/1/22 18:15,9/1/22 18:17,1662056152,1662056226,1.233333333,974,2.2,147,262,256.0851064,208.8333412,4.483333333,72.133829,75.69161037,334,332.893617,0,293.1170213
94,9/1/22 18:21,9/1/22 18:23,1662056496,1662056604,1.8,975,2.2,147,180,178.6875,208.5160166,4.5,71.86666667,75.6513478,252,0,253.3125,292.6842105
95,9/1/22 18:28,9/1/22 18:29,1662056883,1662056957,1.233333333,974,2.2,147,262,256.2083333,209.0128115,4.65,69.5483871,75.5877753,332,332.875,0,293.09375
96,9/1/22 18:32,9/1/22 18:34,1662057168,1662057281,1.883333333,975,2.2,147,172,178.5510204,208.6987724,3.516666667,91.96208531,75.75658262,264,0,253.5306122,292.7938144
97,9/1/22 18:39,9/1/22 18:40,1662057556,1662057629,1.216666667,974,2.2,147,266,256.4081633,209.185603,4.583333333,70.56,75.70355626,337,332.9591837,0,293.244898
98,9/1/22 18:45,9/1/22 18:46,1662057905,1662058014,1.816666667,975,2.2,147,178,178.54,208.8760514,4.6,70.30434783,75.6490188,248,0,253.42,292.7878788
99,9/1/22 18:51,9/1/22 18:52,1662058274,1662058350,1.266666667,974,2.2,147,255,256.38,209.3510909,4.333333333,74.63076923,75.63883631,330,332.9,0,293.16
100,9/1/22 18:56,9/1/22 18:58,1662058594,1662058706,1.866666667,975,2.2,147,173,178.4313725,209.0449551,4.066666667,79.52459016,75.67730912,253,0,253.4117647,292.7623762
101,9/1/22 19:02,9/1/22 19:03,1662058959,1662059034,1.25,974,2.2,147,259,256.4313725,209.5095278,4.216666667,76.69565217,75.68729287,336,332.9607843,0,293.1862745
102,9/1/22 19:08,9/1/22 19:09,1662059283,1662059394,1.85,975,2.2,147,175,178.3653846,209.2071575,4.15,77.92771084,75.7090445,253,0,253.4038462,292.7961165
103,9/1/22 19:13,9/1/22 19:14,1662059593,1662059671,1.3,974,2.2,147,249,256.2884615,209.6598623,3.316666667,97.50753769,75.9186454,347,333.2307692,0,293.3173077
104,9/1/22 19:18,9/1/22 19:20,1662059900,1662060013,1.883333333,975,2.2,147,172,178.245283,209.3606758,3.816666667,84.73362445,76.00259758,257,0,253.4716981,292.9714286
105,9/1/22 19:24,9/1/22 19:25,1662060255,1662060331,1.266666667,974,2.2,147,255,256.2641509,209.8031615,4.033333333,80.18181818,76.04202419,335,333.2641509,0,293.3679245
106,9/1/22 19:29,9/1/22 19:31,1662060558,1662060672,1.9,975,2.2,147,170,178.0925926,209.506801,3.783333333,85.48017621,76.13023122,255,0,253.5,293.0093458
107,9/1/22 19:35,9/1/22 19:36,1662060902,1662060980,1.3,974,2.2,147,249,256.1296296,209.9384939,3.833333333,84.36521739,76.20648109,333,333.2592593,0,293.3796296
108,9/1/22 19:40,9/1/22 19:41,1662061206,1662061319,1.883333333,975,2.2,147,172,177.9818182,209.6453134,3.766666667,85.85840708,76.29503087,258,0,253.5818182,293.0550459
109,9/1/22 19:45,9/1/22 19:47,1662061551,1662061627,1.266666667,974,2.2,147,255,256.1090909,210.0677113,3.866666667,83.63793103,76.36178451,339,333.3636364,0,293.4727273
110,9/1/22 19:50,9/1/22 19:53,1662061853,1662061989,2.266666667,975,2.2,147,143,177.3571429,209.7730215,3.766666667,85.85840708,76.44733967,229,0,253.1428571,292.8918919
111,9/1/22 19:56,9/1/22 19:57,1662062198,1662062275,1.283333333,974,2.2,147,252,256.0357143,210.1860813,3.483333333,92.84210526,76.5937215,345,333.5714286,0,293.3571429
112,9/1/22 20:01,9/1/22 20:03,1662062501,1662062615,1.9,975,2.2,147,170,177.2280702,209.8944175,3.766666667,85.85840708,76.67570987,256,0,253.1929825,293.0265487
113,9/1/22 20:07,9/1/22 20:08,1662062845,1662062923,1.3,974,2.2,147,249,255.9122807,210.2980829,3.833333333,84.36521739,76.74316169,333,333.5614035,0,293.377193
114,9/1/22 20:12,9/1/22 20:14,1662063147,1662063262,1.916666667,975,2.2,147,169,177.0862069,210.009284,3.733333333,86.625,76.82909072,256,0,253.2413793,293.0521739
115,9/1/22 20:18,9/1/22 20:19,1662063490,1662063568,1.3,974,2.2,147,249,255.7931034,210.4039721,3.8,85.10526316,76.90043703,334,333.5689655,0,293.4051724
116,9/1/22 20:22,9/1/22 20:25,1662063777,1662063912,2.25,975,2.2,147,144,176.5254237,210.1144119,3.483333333,92.84210526,77.03669061,237,0,252.9661017,292.9230769
117,9/1/22 20:28,9/1/22 20:29,1662064113,1662064191,1.3,974,2.2,147,249,255.6779661,210.5005437,3.35,96.53731343,77.20195012,346,333.779661,0,293.3728814
118,9/1/22 20:33,9/1/22 20:35,1662064401,1662064519,1.966666667,975,2.2,147,164,176.3166667,210.2132842,3.5,92.4,77.32966483,256,0,253.0166667,293.0588235
119,9/1/22 20:38,9/1/22 20:40,1662064731,1662064809,1.3,974,2.2,147,249,255.5666667,210.5912291,3.533333333,91.52830189,77.4479868,341,333.9,0,293.4583333
120,9/1/22 20:43,9/1/22 20:45,1662065013,1662065134,2.016666667,975,2.2,147,160,176.0491803,210.3057576,3.4,95.11764706,77.59401705,255,0,253.0491803,293.1404959
121,9/1/22 20:49,9/1/22 20:50,1662065340,1662065419,1.316666667,974,2.2,147,246,255.4098361,210.6754631,3.433333333,94.19417476,77.73008392,340,334,0,293.5245902
122,9/1/22 20:53,9/1/22 20:56,1662065615,1662065763,2.466666667,975,2.2,147,131,175.3225806,210.3880413,3.266666667,99,77.90301007,230,0,252.6774194,293.0081301
123,9/1/22 20:58,9/1/22 21:00,1662065935,1662066018,1.383333333,974,2.2,147,234,255.0645161,210.7483355,2.866666667,112.8139535,78.18454993,347,334.2096774,0,293.4435484
124,9/1/22 21:03,9/1/22 21:05,1662066194,1662066321,2.116666667,975,2.2,147,153,174.968254,210.4620948,2.933333333,110.25,78.44107354,263,0,252.8412698,293.2
125,9/1/22 21:08,9/1/22 21:09,1662066495,1662066580,1.416666667,974,2.2,147,228,254.6349206,210.8126728,2.9,111.5172414,78.7035828,340,334.3015873,0,293.5714286
126,9/1/22 21:12,9/1/22 21:14,1662066754,1662066882,2.133333333,975,2.2,147,152,174.609375,210.5276075,2.9,111.5172414,78.96195807,264,0,253.015625,293.3385827
127,9/1/22 21:17,9/1/22 21:19,1662067052,1662067149,1.616666667,974,2.2,147,200,253.78125,210.8655266,2.833333333,114.1411765,79.23679571,314,333.984375,0,293.5
128,9/1/22 21:21,9/1/22 21:23,1662067309,1662067437,2.133333333,975,2.2,147,152,174.2615385,210.5817747,2.666666667,121.275,79.56267326,273,0,253.3230769,293.3410853
129,9/1/22 21:26,9/1/22 21:28,1662067617,1662067700,1.383333333,974,2.2,147,234,253.4769231,210.9117374,3,107.8,79.77988347,342,334.1076923,0,293.7153846
130,9/1/22 21:31,9/1/22 21:33,1662067883,1662068008,2.083333333,975,2.2,147,155,173.969697,210.6297371,3.05,106.0327869,79.98028731,261,0,253.4393939,293.4656489
131,9/1/22 21:36,9/1/22 21:37,1662068193,1662068275,1.366666667,974,2.2,147,237,253.2272727,210.9524457,3.083333333,104.8864865,80.16897064,342,334.2272727,0,293.8333333
132,9/1/22 21:41,9/1/22 21:43,1662068460,1662068585,2.083333333,975,2.2,147,155,173.6865672,210.6722511,3.083333333,104.8864865,80.35481662,260,0,253.5373134,293.5789474
133,9/1/22 21:46,9/1/22 21:47,1662068768,1662068852,1.4,974,2.2,147,231,252.8955224,210.9873502,3.05,106.0327869,80.54644327,337,334.2686567,0,293.9029851
134,9/1/22 21:50,9/1/22 21:52,1662069022,1662069174,2.533333333,975,2.2,147,128,173.0147059,210.7060713,2.833333333,114.1411765,80.79529314,242,0,253.3676471,293.5185185
135,9/1/22 21:55,9/1/22 21:56,1662069335,1662069418,1.383333333,974,2.2,147,234,252.6176471,211.0142447,2.683333333,120.5217391,81.08739936,355,334.5735294,0,293.9705882
136,9/1/22 22:01,9/1/22 22:01,1662069690,1662069718,0.466666667,975,2.2,147,693,180.5507246,210.7918832,4.533333333,71.33823529,81.01623758,764,0,260.7681159,297.4014599
137,9/1/22 22:04,9/1/22 22:06,1662069895,1662069978,1.383333333,974,2.2,147,234,252.3478261,211.0930132,2.95,109.6271186,81.22356281,344,334.7101449,0,297.7391304
138,9/1/22 22:09,9/1/22 22:11,1662070156,1662070284,2.133333333,975,2.2,147,152,180.1428571,210.8703502,2.966666667,109.011236,81.42347412,261,0,260.7714286,297.4748201
139,9/1/22 22:14,9/1/22 22:15,1662070462,1662070546,1.4,974,2.2,147,231,252.0428571,211.1644396,2.966666667,109.011236,81.62052957,340,334.7857143,0,297.7785714
140,9/1/22 22:18,9/1/22 22:20,1662070728,1662070854,2.1,975,2.2,147,154,179.7746479,210.9418169,3.033333333,106.6153846,81.79779804,261,0,260.7746479,297.5177305
141,9/1/22 22:24,9/1/22 22:25,1662071040,1662071121,1.35,974,2.2,147,240,251.8732394,211.2300664,3.1,104.3225806,81.95642327,344,334.915493,0,297.8450704
142,9/1/22 22:27,9/1/22 22:29,1662071264,1662071396,2.2,975,2.2,147,147,179.3194444,211.0069152,2.383333333,135.6923077,82.33219869,283,0,261.0833333,297.7412587
143,9/1/22 22:33,9/1/22 22:34,1662071581,1662071662,1.35,974,2.2,147,240,251.7083333,211.2895639,3.083333333,104.8864865,82.48882569,345,335.0555556,0,298.0694444
144,9/1/22 22:37,9/1/22 22:39,1662071854,1662071978,2.066666667,975,2.2,147,156,179,211.0668773,3.2,101.0625,82.61691999,257,0,261.0273973,297.7862069
145,9/1/22 22:42,9/1/22 22:44,1662072175,1662072255,1.333333333,974,2.2,147,243,251.5890411,211.3444263,3.283333333,98.49746193,82.72569083,341,335.1369863,0,298.0821918
146,9/1/22 22:47,9/1/22 22:49,1662072452,1662072575,2.05,975,2.2,147,158,178.7162162,211.1224657,3.283333333,98.49746193,82.83298179,256,0,260.9594595,297.7959184
147,9/1/22 22:52,9/1/22 22:54,1662072774,1662072853,1.316666667,974,2.2,147,246,251.5135135,211.3953782,3.316666667,97.50753769,82.93213419,344,335.2567568,0,298.1081081
148,9/1/22 22:57,9/1/22 22:59,1662073044,1662073169,2.083333333,975,2.2,147,155,178.4,211.1739327,3.183333333,101.591623,83.05736566,257,0,260.9066667,297.8322148
149,9/1/22 23:02,9/1/22 23:03,1662073322,1662073410,1.466666667,974,2.2,147,221,251.1066667,211.4401509,2.55,126.8235294,83.34914009,348,335.4266667,0,298.1666667
150,9/1/22 23:06,9/1/22 23:08,1662073581,1662073707,2.1,975,2.2,147,154,178.0789474,211.2192158,2.85,113.4736842,83.54864038,267,0,260.9868421,297.9602649
151,9/1/22 23:11,9/1/22 23:12,1662073890,1662073973,1.383333333,974,2.2,147,234,250.8815789,211.4801524,3.05,106.0327869,83.69656239,340,335.4868421,0,298.2368421
152,9/1/22 23:16,9/1/22 23:18,1662074160,1662074284,2.066666667,975,2.2,147,156,177.7922078,211.2599698,3.116666667,103.7647059,83.82772673,260,0,260.974026,297.9869281
